,date,favorites,id,isRetweet,retweets,text
269,2020-12-14 22:39:05,158703,1338614514493878272,False,32372,"...Deputy Attorney General Jeff Rosen, an outstanding person, will become Acting Attorney General. Highly respected Richard Donoghue will be taking over the duties of Deputy Attorney General. Thank you to all! "
270,2020-12-14 22:39:01,229942,1338614499981602816,False,40833,"Just had a very nice meeting with Attorney General Bill Barr at the White House. Our relationship has been a very good one, he has done an outstanding job! As per letter, Bill will be leaving just before Christmas to spend the holidays with his family..."
271,2020-12-14 19:59:09,232233,1338574268154646528,False,56763,WOW. This report shows massive fraud. Election changing result! 
272,2020-12-14 14:24:59,367805,1338490171801661440,False,42465,First Vaccine Administered. Congratulations USA! Congratulations WORLD!
273,2020-12-14 13:57:17,269237,1338483200046354432,False,62408,"“Why did the Swing States stop counting in the middle of the night?” @MariaBartiromo Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, &amp; a fake “water main break”, to recover!"
274,2020-12-14 05:16:49,211949,1338352220614635520,False,31652,A great honor! 
275,2020-12-14 05:03:33,216765,1338348880182829056,False,44464,"What a fool Governor @BrianKempGA of Georgia is. Could have been so easy, but now we have to do it the hard way. Demand this clown call a Special Session and open up signature verification, NOW. Otherwise, could be a bad day for two GREAT Senators on January 5th."
276,2020-12-14 04:56:53,141144,1338347204440952832,False,30002,"Democrats weakened the Signature Verification (and other) safeguards in Georgia. @staceyabrams played @BrianKempGA &amp; Secretary of State, for fools. Consent Decree, which is terrible for Republicans (and honest people!), must be opened up NOW - David, Kelly, and I will then win!"
277,2020-12-14 03:39:42,99790,1338327779956363264,False,17525,"Oh no! What is going on? This is not good news, even for “Indians”. Cancel culture at work! "
278,2020-12-14 03:31:34,180621,1338325735778476032,False,23931,"People working in the White House should receive the vaccine somewhat later in the program, unless specifically necessary. I have asked that this adjustment be made. I am not scheduled to take the vaccine, but look forward to doing so at the appropriate time. Thank you!"
280,2020-12-13 23:23:04,346399,1338263195941818368,False,44963,"Vaccines are shipped and on their way, FIVE YEARS AHEAD OF SCHEDULE. Get well USA. Get well WORLD. We love you all!"
